Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|1 SEK|1 SGD|100 THB|100 TRY|1 USD|1 XDR|1 ZAR
10.12.2025|13.845|12.399|3.817|15.053|25.919|2.952|3.247|24.250|27.746|2.679|6.317|1.249|6.448|23.183|16.319|13.306|1.418|1.145|5.062|2.053|12.044|35.172|5.737|4.767|2.233|16.082|65.466|48.928|20.844|28.409|1.224
11.12.2025|13.764|12.350|3.800|14.983|25.955|2.929|3.243|24.220|27.679|2.657|6.309|1.240|6.437|22.891|16.299|13.291|1.406|1.138|5.030|2.048|12.019|35.040|5.731|4.758|2.233|15.989|65.106|48.512|20.674|28.163|1.221
12.12.2025|13.775|12.393|3.831|15.020|25.975|2.929|3.245|24.240|27.648|2.654|6.304|1.242|6.444|22.832|16.334|13.247|1.399|1.146|5.039|2.044|12.005|34.990|5.738|4.761|2.226|16.000|65.508|48.541|20.664|28.235|1.226
15.12.2025|13.750|12.425|3.836|15.026|25.974|2.933|3.253|24.300|27.678|2.656|6.310|1.240|6.441|22.779|16.397|13.329|1.411|1.150|5.051|2.040|11.976|35.056|5.757|4.773|2.227|16.039|65.677|48.409|20.670|28.253|1.232
16.12.2025|13.707|12.433|3.800|15.006|25.999|2.933|3.255|24.315|27.744|2.655|6.324|1.237|6.406|22.715|16.429|13.354|1.401|1.149|5.055|2.029|11.950|35.223|5.761|4.775|2.222|16.024|65.604|48.348|20.652|28.263|1.231
17.12.2025|13.751|12.453|3.778|15.067|26.104|2.950|3.260|24.355|27.723|2.670|6.292|1.245|6.444|22.992|16.456|13.355|1.404|1.155|5.082|2.032|11.995|35.418|5.785|4.783|2.227|16.086|65.975|48.630|20.777|28.455|1.242
18.12.2025|13.752|12.462|3.753|15.091|26.184|2.955|3.265|24.395|27.882|2.674|6.286|1.245|6.465|23.048|16.505|13.359|1.409|1.155|5.092|2.041|11.997|35.497|5.801|4.792|2.237|16.119|66.143|48.681|20.804|28.424|1.239
19.12.2025|13.718|12.437|3.759|15.061|26.108|2.951|3.256|24.325|27.771|2.670|6.287|1.241|6.463|23.169|16.525|13.210|1.405|1.152|5.096|2.043|11.922|35.412|5.777|4.779|2.231|16.068|66.019|48.660|20.776|28.400|1.237
22.12.2025|13.762|12.435|3.738|15.041|26.110|2.941|3.255|24.320|27.818|2.661|6.269|1.234|6.463|23.094|16.477|13.170|1.399|1.150|5.076|2.045|11.988|35.258|5.768|4.780|2.241|16.050|66.461|48.393|20.699|28.270|1.240
23.12.2025|13.818|12.434|3.694|15.064|26.193|2.936|3.256|24.320|27.861|2.652|6.218|1.230|6.452|23.043|16.432|13.226|1.393|1.150|5.077|2.051|12.049|35.072|5.747|4.778|2.247|16.051|66.364|48.183|20.631|28.206|1.237
29.12.2025|13.809|12.414|3.698|15.076|26.138|2.945|3.251|24.280|27.829|2.654|6.266|1.229|6.454|22.950|16.428|13.203|1.436|1.150|5.082|2.054|11.962|35.052|5.743|4.766|2.245|16.053|65.671|48.058|20.633|28.263|1.239
30.12.2025|13.826|12.398|3.736|15.057|26.104|2.949|3.247|24.250|27.835|2.649|6.284|1.230|6.476|22.961|16.474|13.214|1.428|1.148|5.096|2.051|11.961|35.055|5.737|4.758|2.241|16.064|65.691|48.069|20.623|28.253|1.240
31.12.2025|13.790|12.396|3.767|15.069|26.041|2.952|3.246|24.245|27.789|2.650|6.296|1.237|6.472|22.963|16.471|13.171|1.431|1.148|5.084|2.047|11.898|35.000|5.744|4.757|2.240|16.052|65.168|48.021|20.632|28.281|1.246

